Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Included / International,Price / International,Compare At Price / International,Status
trippelslang-gummi-4-p-pass-delaval-vms,Trippelslang gummi 4-p passande Delaval VMS,"<p data-mce-fragment=""1"">4x 1,7m. Samma som Delavalnr. 91701381.  </p>
<p class=""h1"" itemprop=""name"">(2 x 11,5mm) x 3,5mm <br></p>
<div id=""page-container-inner-wrapper"">
<div id=""page-content"">
<div class=""row"">
<div class=""col-12 ArticleDetailpage"">
<div resource=""""><br></div>
</div>
</div>
</div>
</div>
<div id=""page-footer"">
<div class=""row"">
<div class=""col-xl-3 col-md-3 col-12"">
<div id=""fph1"" class=""footerCol"">
<div>
<div class=""row"">
<div class=""col-xl-12 col-md-12 col-12"">
<div data-cy=""textbox-element"" class=""textBox""><br></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Övriga slangar,"Trippelslang, Övriga slangar",true,Title,Default Title,,,,,3712,0.0,,0,deny,manual,695.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/4-ptrippelslang.jpg?v=1673562402,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-gummi-230mm,Pulsslang gummi 230mm,"<p data-mce-fragment=""1"">Passar som WF7021-7801-000.</p>",N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7255,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang_fee1a139-b4f2-4570-b7c7-9b3713ded2f0.jpg?v=1673561569,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-gummi-205mm,Pulsslang gummi 205mm,"<p data-mce-fragment=""1"">Ersätter Delaval 90844285. </p>
<div class=""form-group row productPrice"" data-mce-fragment=""1"">
<div class=""col"" data-mce-fragment=""1"">
<div id=""page-container-inner-wrapper"">
<div id=""page-content"">
<div class=""row"">
<div class=""col-12 ArticleDetailpage"">
<div class=""row"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" about=""#product_data"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"">
<div class=""description margin-bottom"">
<div>
<p>Passar Delaval HCC150. Röd rand.</p>
</div>
</div>
</div>
</div>
<div><br></div>
<div resource=""""><br></div>
</div>
</div>
</div>
</div>
<div id=""page-footer"">
<div class=""row"">
<div class=""col-xl-3 col-md-3 col-12"">
<div id=""fph1"" class=""footerCol"">
<div>
<div class=""row"">
<div class=""col-xl-12 col-md-12 col-12"">
<div data-cy=""textbox-element"" class=""textBox""><br></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7254,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang_c87801af-b9b8-4b6b-b028-47ac86d3db7f.jpg?v=1673561457,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-gummi-200mm,Pulsslang gummi 200mm,"<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Passar SAC och WF 7021-7801-010. Blå rand.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7253,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang_269e6ae2-fdf0-499b-ba5f-07b71f51d9ef.jpg?v=1673561351,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-gummi-180mm,Pulsslang gummi 180mm,"<p data-mce-fragment=""1"">Ersätter Delaval 90844284</p>
<div class=""form-group row productPrice"" data-mce-fragment=""1"">
<div class=""col"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
</div>
</div>",N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7252,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang_ad238e2b-8886-46a5-89c9-1ce2f184bfe7.jpg?v=1673560843,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-gummi-170mm,Pulsslang gummi 170mm,"<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Blå rand.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7251,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang_6cfdaad2-056a-4cc1-8291-0b0b67376af1.jpg?v=1673560705,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
pulsslang-155mm,Pulsslang 155mm,Pulsslangar i olika längder. Ersätter 90844282.,N/A,,Övriga slangar,"Pulsslangar, Övriga slangar",true,Title,Default Title,,,,,7250,0.0,,0,deny,manual,6.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/pulsslang.jpg?v=1673560586,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vakuumslang-7mm-enkel-silikon,"Vakuumslang 7mm, enkel silikon","Pris per meter, ange önskad längd under kvantitet.",N/A,,Vakuumslang,Vakuumslang,true,Title,Default Title,,,,,5014-1,0.0,,0,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Mjolkslangtransparent_6eedeba0-24da-42ef-9eeb-fcd6bf7163b1.jpg?v=1673560042,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vakuumslang-7mm-enkel-gummi,"Vakuumslang 7mm, enkel, gummi","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Enpipig vakuumslang i gummi. Behövs bl.a. till get- och fårorgan. </span>7mm x 3,5mm. <br><br>Pris per meter, ange önskad längd under kvantitet.  </p>
<div class=""form-group row productPrice"" data-mce-fragment=""1"">
<div class=""col"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
</div>
</div>",N/A,,Vakuumslang,Vakuumslang,true,Title,Default Title,,,,,5014,0.0,,0,deny,manual,22.50,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/vakuumslang11x5mmgummi_5e081cc3-0bed-4bed-b570-4bb7d3112b32.jpg?v=1673491464,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vakuumslang-11x5-mm-gummi,"Vakuumslang 11x5 mm, gummi","<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Luftslang i gummi, 11mm. Slang till vakuumledning. Pris per meter, ange önskad längd under kvantitet. </p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Vakuumslang,Vakuumslang,true,Title,Default Title,,,,,5013,0.0,,0,deny,manual,38.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/vakuumslang11x5mmgummi_cda560c6-089b-4310-8c98-4d4c203020cc.jpg?v=1673491240,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vakuumslang-dubbel-silikon-transparent,"Vakuumslang dubbel, silikon, transparent","Transparent vakuumslang i silikon. Mått 7mmx3,5mm. Pris per meter, ange önskad längd under kvantitet.",N/A,,Vakuumslang,"Dubbelslang, Vakuumslang",true,Title,Default Title,,,,,5012,0.0,,0,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/silikonslang_da19790c-2f14-4cac-9046-0bb68ce80bab.jpg?v=1673490965,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vakuumslang-dubbel-gummi-7mm,"Vakuumslang, dubbel, gummi, 7mm","<span data-mce-fragment=""1"">Vakuumslang i gummi. Pris per meter, ange önskad längd under kvantitet.<br><br>2 x (7mm x 3.5mm)</span>",N/A,,Vakuumslang,"Dubbelslang, Vakuumslang",true,Title,Default Title,,,,,5011,0.0,,0,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Dubbelslangvakuum.jpg?v=1673490515,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
silikonspray-500ml,Silikonspray,"<p data-mce-fragment=""1"">Silikonspray för montage av mjölkutrustning. Vårdar och impregnerar gummi, skinn och tältduk. Kan även användas som smörjning och separerar olika materialer. Finns i olika storlek - 500ml &amp; 200ml.</p>
<p data-mce-fragment=""1"">Livsmedelgodkänt.</p>",Kruuse,,Tillbehör till slangar,Silikonspray,true,Storlek,500ml,,,,,9800,0.0,,0,deny,manual,78.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Kruusesilikon.jpg?v=1673489623,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
silikonspray-500ml,,,,,,,,,200ml,,,,,9800-1,0.0,,0,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
mjolkfilter-mastitindikator,Mjölkfilter/ mastitindikator - 16mm,"<span data-mce-fragment=""1"">För 16mm mjölkslang. På så vis kan man ha en filter på varje maskin, eller spannmaskin.</span>",N/A,,Mjölkfilter,"Mastitindikator, Mjölkfilter",true,Title,Default Title,,,,,7501-1,0.0,,0,deny,manual,235.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Mjolkfilter.jpg?v=1673486855,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-dykror-gummi-25mm,Mjölkslang dykrör gummi 25mm,"<span data-mce-fragment=""1"">Mjölkslang till bl.a. dykrör. 25mm invändig. Livsmedelsgodkänt. Pris per meter, ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,"Dykrör, Mjölkslang",true,Title,Default Title,,,,,5018,0.0,,0,deny,manual,275.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykrorgummi.jpg?v=1673476977,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-tank-38mm,Mjölkslang tank 38mm,"<span data-mce-fragment=""1"">Plastslang förstärkt med stålspiral, livsmedelgodkänd. Transparent. 38-40mm invändig. Pris per meter. ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,175.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykror_dac1c2e1-f393-486b-b126-717f8a2af674.jpg?v=1673476885,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-dykror-32mm,Mjölkslang dykrör 32mm,"<span data-mce-fragment=""1"">Mjölkslang i plastm, 32mm, med rostfri spiral, livsmedelsgodkänt. Pris per meter, ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5017-4,0.0,,0,deny,manual,155.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykror_99757e75-00cd-49ff-a47d-f76be3374ff9.jpg?v=1673476781,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-plast-19mm,Mjölkslang plast 19mm,"<span data-mce-fragment=""1"">Transparent mjölkslang 19mm i plast med ingjuten spiral, passar till mjölktaxi. Pris per meter, ange önskad längd under kvanitet. </span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5017-6,0.0,,0,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykror_d0cc547d-11cb-4834-b6c3-266bacad6138.jpg?v=1673476544,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-dykror-silikon-24mm,Mjölkslang dykrör silikon 24mm,"<span data-mce-fragment=""1"">Mjölkslang mest använd för transport mjölkpump till tank. Pris per meter, ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,"Dykrör, Mjölkslang",true,Title,Default Title,,,,,5017-3,0.0,,0,deny,manual,225.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykrorsilikon.jpg?v=1673475348,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-dykror-gummi-24mm,Mjölkslang dykrör gummi 24mm,"<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Mjölkslang mest för transport mjölkpump till tank. Pris per meter, ange önskad längd under kvantitet. </p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Mjölkslang,"Dykrör, Mjölkslang",true,Title,Default Title,,,,,5017-2,0.0,,0,deny,manual,155.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Mjolkslangmestfortransportmjolkpumptilltank..png?v=1673474378,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-dykror-plast-25mm,Mjölkslang dykrör plast 25mm,"<span data-mce-fragment=""1"">Mjölkslang mellan slutenhet och tank. 25mm invändigt. Plastslang transparent spiralförstärkt. pris per meter.</span>",N/A,,Mjölkslang,"Dykrör, Mjölkslang",true,Title,Default Title,,,,,5017-1,0.0,,0,deny,manual,135.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/dykror.jpg?v=1673474109,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
trippelslang-gummi-14mm,Trippelslang gummi 14mm,"<p data-mce-fragment=""1"">Kombinationsslang med mjölkslang. 14mm och pulsatorslang dubbel 2x 7,5mm.</p>
<p data-mce-fragment=""1"">För Harmony och dom flesta andra mjölkorgan är 16mm den rätta slangen. Är den för tight så hoppar slangen gärna av.<br><br>Pris per meter. Ange önskad längd under kvantitet. </p>",N/A,,Övriga slangar,"Trippelslang, Övriga slangar",true,Title,Default Title,,,,,5016-2,0.0,,0,deny,manual,135.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/trippelslang_b2527f3e-e2d3-4f73-8538-ce716f62c4ae.jpg?v=1673469058,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
trippelslang-gummi-16mm,Trippelslang gummi 16mm,"<span data-mce-fragment=""1""><span data-mce-fragment=""1"">Trippelslang gummi 16mm x (2 x 7,5mm).<br><br></span></span>
<p>Kombislang med 16mm mjölkslang + dubbel vacuumslang.  Pris per meter, ange önskad längd under kvantitet.</p>
<p>16mm till Harmony och dom flesta andra mjölkorgan. Är slangen för tight så hoppar den gärna av.</p>
<span data-mce-fragment=""1""><br><br></span>",N/A,,Övriga slangar,"Trippelslang, Övriga slangar",true,Title,Default Title,,,,,5016-1,0.0,,0,deny,manual,145.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/trippelslang.jpg?v=1673468828,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slanghallare-14mm,Slanghållare 14mm,"<span data-mce-fragment=""1"">Passar slang 14mm med enkel eller dubbel vakuumslang.</span>",N/A,,Tillbehör till slangar,Slanghållare,true,Title,Default Title,,,,,5010-1,0.0,,0,deny,manual,9.60,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/slanghallare14mm.jpg?v=1673467342,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slanghallare,Slanghållare,"<span data-mce-fragment=""1"">Slanghållare för sammanhållning av slangar. Bra livslängd. Innerdiameter 35mm</span>",N/A,,Tillbehör till slangar,Slanghållare,true,Title,Default Title,,,,,5010,0.0,,0,deny,manual,9.60,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/slangklammaplast.jpg?v=1673466997,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slanghallare,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/products/slangklammor.jpg?v=1673466997,2,,,,,,,,,,,,,,,,,,,,,,,,
mjolkslang-gummi-19mm-x-32-mm,Mjölkslang gummi 19mm x 32 mm,"<span data-mce-fragment=""1"">Livsmedelgodkänd. Pris per meter. Ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5008,0.0,,0,deny,manual,105.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Mjolkslanggummi.jpg?v=1673465329,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-16-mm-silikon-bla,"Mjölkslang 16 mm, silikon, blå","<span data-mce-fragment=""1"">Mjölkslang silikon, 16mm, blå. Livsmedelgodkänd, och tillverkad i Tyskland. Silikon är överlägset gummi då det håller längre och är trevligare att jobba med.<br><br> Pris per meter, ange önskad längd under kvantitet.</span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5006,0.0,,0,deny,manual,135.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Blarod_8bc605be-5cec-4a22-b982-67bb2c10e857.jpg?v=1673462588,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-plast-16mm,Mjölkslang plast 16mm,"<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Mjölkslang plast 16mm. Säljs som 30m rulle eller per meter. Nackdelen med plast är att den blir hårdare med tiden.</span></p>
</div>
</div>
</div>
</div>
<div data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"" resource=""""><br data-mce-fragment=""1""></div>
</div>
</div>
</div>
</div>
<div id=""page-footer"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-xl-3 col-md-3 col-12"" data-mce-fragment=""1"">
<div class=""footerCol"" id=""fph1"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-xl-12 col-md-12 col-12"" data-mce-fragment=""1"">
<div class=""textBox"" data-cy=""textbox-element"" data-mce-fragment=""1""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",N/A,,Mjölkslang,Mjölkslang,true,Enhet,Valfri längd - pris per meter,,,,,5005-1,0.0,,0,deny,manual,55.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Plastslang2_464b25ae-509a-481a-91fe-c0725415113e.jpg?v=1673408503,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-plast-16mm,,,,,,,,,30 meters rulle,,,,,5005,0.0,,0,deny,manual,1440.00,,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
transperant-mjolkslang-i-silikon-16mm,"Transperant mjölkslang i silikon, 16mm","<span data-mce-fragment=""1"">Silikonslang, genomskinlig. Väggtjocklek 5,5mm. Livsmedelgodkänd, och tillverkat i Tyskland. Egenskaparna i silikon är helt överlägsen gummi. Pris per meter, ange önskat antal meter under kvantitet.</span>",Burk,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5004,0.0,,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/silikonslang_af3686de-8ffd-4c9d-8c50-cefd6e218f78.jpg?v=1673408094,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-16mm-gummi,Mjölkslang 16mm gummi,"<span data-mce-fragment=""1"">Livsmedelgodkänd och tillverkat i Tyskland. Pris per meter, ange önskad längd under kvantitet. </span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5003,0.0,,0,deny,manual,68.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/10x5_5_c0c22c2a-0a81-4260-ac55-ac413364613f.jpg?v=1673407766,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-14mm-silikon-bla-rod,Mjölkslang 14mm silikon blå-röd,Ange önskat antal meter under kvantitet.,N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,"",0.0,,0,deny,manual,105.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Blarod.jpg?v=1673407477,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-gummi-14-5mm-x-5-5-mm,"Mjölkslang gummi 14,5mm x 5,5 mm","<span data-mce-fragment=""1"">Mjölkslang i gummi 14,5x 5,5 mm, för Delaval.<br><br>Livsmedelgodkänd. Mest till äldre anläggningar. Pris per meter, ange önskad längd under kvantitet. <br></span>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,5000,0.0,,0,deny,manual,56.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/14_5mm.jpg?v=1673402307,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-10x5-5-25m,"Mjölkslang 10x5,5, 25m","<span data-mce-fragment=""1"">Mjölkslang Westfalia 7021-7102-028<br><br>Ovanlig storlek, finns inga pirat, vid köp av mindre längder 102.-/m</span>",GEA/Westfalia,,Mjölkslang,"",true,Enhet,25 meter,,,,,4999,0.0,,0,deny,manual,2125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/10x5_5.jpg?v=1673399649,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
mjolkslang-10x5-5-25m,,,,,,,,,Valfri längd - Pris per meter,,,,,4999-1,0.0,,0,deny,manual,102.00,,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
mjolkslang-10mm-silikon,Mjölkslang 10mm Silikon,"<p data-mce-fragment=""1"">Blå mjölkslang i silikon. <br><br>Passar bl.a. till Fullwoods VMS, GEA mjölkgrop occ SAC diskställning.</p>
<p data-mce-fragment=""1"">Pris per meter.</p>",N/A,,Mjölkslang,Mjölkslang,true,Title,Default Title,,,,,4998,0.0,,0,deny,manual,85.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Blaslang.jpg?v=1673397121,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slangsax,Slangsax,Bra sax som underlättar servicen.,Löwe,,Tillbehör till slangar,Slangsax,true,Title,Default Title,,,,,4996,0.0,,0,deny,manual,265.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/slangsax.jpg?v=1673394814,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slangklamma,Slangklämma,Slangklämma i rostrfritt stål för mjölkslang. Kommer i storlek 14.5mm eller 16mm.,N/A,,Tillbehör till slangar,Slangklämma,true,Storlek,14.5mm,,,,,3810-1,0.0,,0,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/Slangklamma.jpg?v=1673393741,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
slangklamma,,,,,,,,,16mm,,,,,3810,0.0,,0,deny,manual,145.00,,true,true,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
sac-25200142,SAC 25200142,"Originalgummin från SAC. Utvecklade för SAC VMS robot. <br><br>Artikelnummer SAC 25200142.<br><br><span data-mce-fragment=""1"">RDS Futureline SAC original</span><br>",SAC,,Spengummi,"Spengummin för kor, Spengummin passande SAC",true,Title,Default Title,,,,,4315,0.0,,0,deny,manual,595.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/SACVMS.jpg?v=1673310968,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
spaggiari-0000-0639,Spaggiari 0000/0639 (SAC 252.15.022),Spengummi från Spaggiari passande SAC. Motsvarar SAC 252.15.022. <br><br>Lämpliga för små till mellanstora juver.,Spaggiari,,Spengummi,"Spengummin för kor, Spengummin passande SAC",true,Title,Default Title,,,,,4313-3,0.0,,0,deny,manual,215.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/spaggiari15022.jpg?v=1673310529,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
milkrite-sac022u,Milkrite SAC022U (SAC 252.15.022),Spengummi från Milkrite passande SAC. Motsvarar SAC 252.15.022.,Milkrite,Företag och industri > Jordbruk,Spengummi,"Spengummin för kor, Spengummin passande SAC",true,Title,Default Title,,,,,4313-2,0.0,,0,deny,manual,315.00,315.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/products/milkrite022usac.jpg?v=1673310188,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
